nquest;versao;pf1;idade1;idade;sexo;p1;p2;p2a;p2b;p2c;p3a;p3b;p3c;p3d;p3e;p3f;p3g;p3h;p3i;p3j;p3k;p4a;p4b;p4c;p4d;p4e;p4f;p4g;p4h;p4i;p4j;p4k;p6a;p6b;p6c;p6d;p6e;p6f;p6g;p6h;p6i;p6j;p7a;p7b;p7c;p7d;p7e;p7f;p7g;p7h;p8a;p8b;p8c;p9;p10;p11;p12;partido;religiao;pea;escola;rendaf;regiao;bairro
37475030;9;1;26;2;2;3;6;13;2;3;4;2;3;4;4;3;4;4;3;2;4;2;10;0;0;0;0;0;0;0;0;0;6;3;8;2;3;6;3;6;8;3;1;1;99;2;1;1;3;1;1;2;5;2;1;99;1;2;3;1;4;1;1;9
37475036;9;1;54;4;2;2;2;10;1;0;4;1;1;4;3;1;3;1;1;1;3;1;3;8;10;11;0;0;0;0;0;0;2;2;2;2;6;6;96;6;96;96;1;1;1;1;2;1;2;3;1;2;4;1;1;2;1;96;6;3;7;2;1;7
37475085;9;1;64;5;2;99;7;994;1;0;4;1;1;4;4;4;2;1;4;1;4;1;2;3;4;5;6;8;9;10;11;0;2;2;8;10;96;10;10;8;10;8;1;1;3;3;1;1;1;1;1;2;5;2;2;96;1;96;6;12;3;99;4;95
37475098;9;1;41;3;1;3;2;45;1;0;4;1;1;1;2;1;1;1;4;1;1;1;4;5;7;8;9;10;11;0;0;0;6;3;8;10;6;6;10;6;8;8;1;1;2;3;1;2;1;1;5;8;7;2;1;2;1;4;6;1;5;3;3;16
37475099;9;1;33;2;2;3;3;13;2;6;3;1;1;3;4;1;1;1;2;1;4;1;2;4;5;7;9;10;11;0;0;0;6;3;96;96;3;6;3;6;96;3;1;1;2;1;3;1;1;1;1;5;7;2;1;2;1;96;2;1;6;2;3;92
37475100;9;1;66;5;2;6;6;994;1;0;4;1;1;4;4;1;1;1;3;1;4;1;2;3;4;5;7;8;9;10;11;0;6;96;96;96;6;6;96;6;96;96;1;1;1;1;1;2;1;1;1;2;5;1;2;2;1;96;6;12;6;2;3;37
37475145;9;1;67;5;2;6;6;45;1;0;4;2;1;4;4;1;4;1;4;1;4;1;2;3;4;5;7;8;9;11;0;0;6;2;2;2;6;6;96;6;96;96;1;1;3;3;1;1;1;2;1;2;5;2;2;2;1;4;8;11;7;5;3;92
37475157;9;1;54;4;2;96;96;990;1;0;4;2;3;4;4;3;3;1;4;1;4;19;0;0;0;0;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;1;1;2;1;1;2;1;1;1;2;4;1;1;99;1;96;5;7;7;2;4;87
37475178;9;1;56;4;2;2;2;10;1;0;3;3;3;3;4;3;3;3;3;3;4;10;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;6;96;6;8;8;1;1;1;3;1;1;1;1;1;2;4;1;1;99;1;96;1;11;3;1;4;35
37475212;9;1;66;5;2;2;2;994;1;0;4;1;1;4;4;4;4;2;4;2;4;3;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;6;10;6;10;8;1;1;3;1;1;1;1;1;1;2;5;2;1;1;1;95;1;7;5;3;3;37
37475213;9;1;48;4;1;2;2;994;2;9;4;1;1;4;4;1;1;1;3;1;3;3;8;0;0;0;0;0;0;0;0;0;2;2;2;2;6;6;10;6;10;96;1;1;3;3;1;1;1;1;1;2;8;3;2;2;1;96;6;10;6;2;5;73
37475235;9;1;69;5;2;6;6;45;1;0;4;1;1;4;3;1;3;1;3;1;3;2;3;8;10;0;0;0;0;0;0;0;6;96;96;96;6;6;96;6;96;96;1;1;1;1;1;1;1;1;1;7;4;1;1;2;1;95;8;12;7;3;3;79
37475281;9;1;23;1;2;3;3;13;1;0;4;1;1;4;4;1;1;1;4;1;2;6;0;0;0;0;0;0;0;0;0;0;96;3;96;96;3;96;3;96;96;3;1;1;3;3;1;1;1;1;1;2;7;1;2;1;1;2;8;1;7;2;4;31
37475287;9;1;43;3;2;99;2;994;2;96;4;2;3;4;4;4;4;4;4;3;4;7;8;0;0;0;0;0;0;0;0;0;2;2;2;2;96;96;96;96;96;96;1;1;3;1;1;1;1;1;1;6;2;3;3;96;1;96;1;16;5;1;2;11
37475289;9;1;25;2;1;6;6;45;1;0;4;2;2;4;4;1;4;2;2;1;4;2;8;0;0;0;0;0;0;0;0;0;6;3;8;10;6;6;10;6;10;8;1;1;2;2;1;1;1;1;1;5;8;1;2;96;1;96;6;1;5;2;3;42
37475295;9;1;46;4;2;10;10;15;1;0;4;1;1;4;4;3;3;2;4;1;4;2;3;0;0;0;0;0;0;0;0;0;6;2;2;10;6;10;10;6;10;96;1;1;3;1;1;2;1;1;8;1;7;2;1;1;1;1;6;9;5;1;5;37
37475339;9;1;65;5;2;99;10;994;1;0;4;4;3;4;4;4;3;1;4;3;4;18;0;0;0;0;0;0;0;0;0;0;99;3;8;10;3;10;10;8;10;3;1;1;3;3;1;99;1;1;1;5;7;2;2;1;1;96;6;11;1;1;3;20
37475376;9;1;51;4;2;3;3;13;1;0;4;1;1;4;4;1;4;1;4;1;4;18;0;0;0;0;0;0;0;0;0;0;96;3;96;96;3;96;3;96;96;3;1;1;2;2;1;1;1;1;1;2;4;1;1;1;1;96;2;1;3;1;3;59
37475398;9;1;76;5;2;6;6;45;1;0;4;1;1;4;4;1;3;1;3;1;3;2;0;0;0;0;0;0;0;0;0;0;6;3;8;10;6;6;3;6;10;3;1;1;3;1;1;2;1;1;7;1;2;3;2;2;1;96;6;12;7;4;3;53
37475427;9;1;37;3;2;6;6;45;1;0;4;1;1;4;4;1;2;2;2;1;3;2;3;10;0;0;0;0;0;0;0;0;6;96;96;96;6;6;96;6;96;96;1;1;2;2;1;3;1;2;1;7;5;1;1;2;1;4;2;1;8;5;2;84
37475471;9;1;28;2;1;2;2;10;1;0;4;1;1;4;4;4;1;1;4;1;4;3;10;0;0;0;0;0;0;0;0;0;2;2;2;2;6;6;96;8;8;8;1;1;3;2;1;1;1;1;1;5;6;1;1;95;1;96;1;10;4;2;2;83
37475479;9;1;29;2;2;10;10;13;1;0;4;2;1;4;4;4;2;1;4;1;4;3;8;0;0;0;0;0;0;0;0;0;96;96;96;10;96;10;10;96;10;96;1;1;2;1;1;3;1;1;5;1;2;3;3;2;1;95;4;1;5;1;3;19
37475487;9;1;41;3;1;3;3;13;1;0;4;2;2;4;4;1;1;2;3;1;4;1;5;8;10;0;0;0;0;0;0;0;96;3;96;96;3;96;3;8;96;3;1;3;3;3;3;3;3;3;1;3;4;1;1;1;1;2;6;16;3;2;5;68
37475543;9;1;17;1;2;99;6;994;2;2;4;2;2;4;4;2;2;2;4;2;4;9;0;0;0;0;0;0;0;0;0;0;6;2;8;2;6;6;3;8;8;8;1;1;2;2;1;1;2;2;1;5;7;2;2;99;1;96;2;13;4;3;3;37
37475580;9;1;62;5;1;96;96;990;1;0;4;1;1;4;4;3;3;1;4;1;4;2;10;0;0;0;0;0;0;0;0;0;6;96;8;10;6;6;10;8;8;8;1;1;1;2;1;2;1;2;1;5;7;1;3;2;1;96;7;5;8;6;3;85
37475586;9;1;31;2;2;96;96;990;1;0;4;1;1;4;4;2;3;1;3;1;4;2;3;0;0;0;0;0;0;0;0;0;6;96;96;96;6;6;96;6;96;96;1;1;2;2;1;1;1;2;1;2;5;2;1;2;1;96;6;1;7;99;4;95
37475621;9;1;32;2;1;99;2;994;2;6;4;2;1;4;4;2;1;1;1;1;4;1;4;5;7;0;0;0;0;0;0;0;99;2;2;2;6;6;3;6;10;3;1;1;2;1;1;1;1;1;1;2;5;1;1;1;1;96;6;1;5;1;2;83
37475646;9;1;59;4;2;6;6;45;1;0;4;1;1;4;3;1;1;1;2;1;2;1;2;3;4;5;7;8;9;10;11;0;6;2;2;2;6;6;10;6;10;96;1;1;1;1;1;1;1;2;1;5;4;1;1;2;1;4;6;11;7;7;3;55
37475667;9;1;29;2;1;3;3;994;2;11;4;3;2;4;3;4;4;3;4;2;2;2;4;0;0;0;0;0;0;0;0;0;6;3;8;10;3;10;3;8;10;3;1;1;3;3;2;2;2;1;1;2;8;1;2;99;1;96;3;7;7;2;5;12
37475701;9;1;28;2;2;6;6;45;1;0;4;2;1;4;4;1;2;1;2;1;4;3;0;0;0;0;0;0;0;0;0;0;6;2;96;96;6;6;96;6;96;96;1;1;1;1;1;1;1;2;2;5;3;1;2;2;1;1;2;4;5;2;3;69
37475717;9;1;89;5;1;6;6;994;1;0;4;1;2;4;4;1;4;3;3;2;4;8;0;0;0;0;0;0;0;0;0;0;6;96;8;10;6;6;10;6;8;3;2;2;2;2;1;1;1;1;1;5;7;2;2;2;99;96;6;12;2;1;4;54
37475731;9;1;73;5;1;98;8;994;1;0;4;2;1;4;4;2;2;1;4;1;4;1;2;3;4;5;6;7;9;10;11;0;96;96;8;96;96;96;96;8;8;8;1;1;3;1;1;1;1;1;8;4;6;2;1;96;1;96;6;12;5;1;2;11
37475743;9;1;41;3;1;3;3;13;1;0;4;2;1;4;4;2;3;1;3;1;4;2;6;9;0;0;0;0;0;0;0;0;96;3;8;96;3;96;3;8;8;3;1;1;3;3;1;1;1;1;1;2;3;2;2;1;1;2;3;6;3;3;3;994
37475776;9;1;28;2;2;99;3;13;2;8;4;2;1;4;4;2;3;1;4;2;2;1;2;4;5;6;7;9;10;0;0;0;96;3;8;96;3;96;3;8;8;3;1;1;3;3;2;1;2;1;3;8;6;2;3;1;1;10;9;1;7;4;5;12
37475779;9;1;69;5;2;6;6;45;1;0;4;1;1;4;4;1;1;1;4;1;4;3;8;10;0;0;0;0;0;0;0;0;6;2;2;10;6;6;10;6;10;8;1;1;2;2;1;1;2;1;5;1;2;1;2;2;1;96;2;12;5;2;3;79
37475799;9;1;71;5;2;6;6;994;1;0;4;3;1;4;4;2;4;2;2;1;4;1;2;3;4;5;7;8;9;10;11;0;6;96;96;96;6;6;96;6;96;96;1;1;3;1;1;1;1;1;1;6;7;3;1;96;1;96;5;12;5;1;4;54
37475817;9;1;58;4;1;2;2;994;1;0;4;2;2;4;4;3;3;1;3;1;3;3;7;10;0;0;0;0;0;0;0;0;2;2;2;2;6;6;96;6;96;96;1;1;2;2;1;1;1;1;2;7;1;2;2;1;1;96;6;1;2;1;99;995
37475820;9;1;45;4;2;6;6;45;1;0;4;2;2;4;4;2;4;2;4;2;4;3;8;10;0;0;0;0;0;0;0;0;6;2;2;2;6;6;10;6;10;8;1;1;3;2;1;1;1;1;1;2;7;1;2;2;1;4;5;10;8;4;4;93
37475841;9;1;29;2;1;96;96;990;1;0;3;2;1;4;3;1;2;1;1;1;2;19;0;0;0;0;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;1;1;2;2;1;1;1;2;1;2;5;2;2;96;1;96;6;1;7;4;2;84
37475872;9;1;29;2;1;96;96;990;1;0;2;1;1;2;2;2;1;1;2;1;2;19;0;0;0;0;0;0;0;0;0;0;2;2;8;2;3;6;3;8;96;8;1;1;2;3;1;1;1;1;1;8;2;1;3;99;1;96;6;1;7;2;3;22
37475874;9;1;65;5;1;6;6;45;1;0;4;1;1;4;4;1;1;1;3;1;1;1;5;7;10;0;0;0;0;0;0;0;6;3;8;2;6;6;3;6;8;8;1;1;3;3;1;1;1;1;1;5;6;2;2;2;1;96;6;12;5;4;4;93
37475877;9;1;49;4;1;10;10;994;1;0;4;1;1;4;4;2;1;1;3;1;4;18;0;0;0;0;0;0;0;0;0;0;96;96;96;10;96;10;10;8;10;96;1;1;1;1;1;1;1;1;1;4;3;1;1;2;1;96;6;7;4;1;3;22
37475895;9;1;32;2;2;99;2;10;1;0;4;1;1;4;4;4;3;2;4;1;4;1;5;7;8;9;11;0;0;0;0;0;2;2;2;2;6;96;96;96;96;96;1;1;1;1;1;1;1;1;1;2;5;1;1;96;2;96;1;1;5;3;3;30
37475906;9;1;41;3;2;6;6;45;1;0;3;3;2;4;4;3;3;3;3;3;4;3;7;8;10;0;0;0;0;0;0;0;6;2;2;2;6;6;96;6;96;96;1;1;99;2;1;1;1;99;1;2;5;3;3;2;1;96;6;1;4;1;99;9
37475917;9;1;39;3;1;10;10;15;1;0;4;1;1;4;4;3;4;1;3;1;4;1;2;3;4;5;6;7;8;9;11;0;96;96;8;10;96;10;10;8;10;8;1;1;3;3;1;1;1;1;1;7;2;1;2;99;1;96;8;10;3;1;3;42
37475941;9;1;26;2;1;99;10;994;2;2;3;2;2;3;4;4;3;4;2;1;3;11;0;0;0;0;0;0;0;0;0;0;6;3;2;2;6;10;10;8;10;3;1;1;1;1;1;1;1;2;1;4;8;2;2;99;2;96;6;10;3;3;3;30
37475970;9;1;20;1;2;99;10;994;2;96;3;1;1;4;4;2;4;4;4;1;4;3;0;0;0;0;0;0;0;0;0;0;2;2;2;10;6;10;10;6;10;8;1;1;2;1;1;1;1;1;1;2;5;1;1;99;1;96;6;13;6;2;3;64
37475975;9;1;19;1;1;98;2;10;1;0;2;1;2;2;2;2;2;2;2;2;2;3;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;96;96;6;96;96;1;1;2;1;1;2;1;1;1;7;4;1;1;99;1;96;1;7;4;2;4;35
37475987;9;1;19;1;2;96;96;996;1;0;4;2;2;3;4;2;4;4;4;2;4;2;10;0;0;0;0;0;0;0;0;0;96;3;96;96;3;96;3;96;96;3;1;1;2;3;1;1;1;1;1;7;5;1;2;99;1;2;9;1;6;5;4;25
37476007;9;1;40;3;2;2;2;994;1;0;4;1;1;4;4;2;4;1;4;2;4;8;0;0;0;0;0;0;0;0;0;0;2;2;2;2;96;10;10;96;10;96;1;1;3;2;1;1;1;1;1;5;7;2;1;2;1;2;6;4;4;1;5;64
37476010;9;1;27;2;2;6;6;45;1;0;3;2;2;4;4;4;3;3;3;3;4;8;0;0;0;0;0;0;0;0;0;0;6;3;2;10;6;6;3;6;10;3;1;1;2;2;2;2;1;2;1;2;7;2;2;2;1;96;2;7;5;1;4;65
37476011;9;1;33;2;2;96;96;996;1;0;4;3;2;4;4;2;3;3;2;2;4;3;0;0;0;0;0;0;0;0;0;0;96;96;8;96;96;96;96;8;8;8;1;1;3;1;1;1;2;1;1;2;6;1;1;96;1;96;6;1;3;2;4;87
37476017;9;1;64;5;1;10;10;15;2;2;4;1;1;4;4;2;1;1;4;1;3;4;6;7;8;9;0;0;0;0;0;0;2;3;2;10;3;10;3;8;10;3;1;1;3;1;1;1;1;1;1;2;4;2;1;1;1;1;6;12;1;2;3;30
37476065;9;1;62;5;1;99;99;990;0;0;4;2;2;4;4;4;4;2;4;1;4;1;3;4;5;7;8;9;11;0;0;0;6;96;96;10;6;10;10;6;10;96;1;1;3;3;1;1;1;1;1;2;5;2;2;1;1;96;9;12;5;3;4;82
37476066;9;1;26;2;2;2;2;994;2;3;4;2;1;4;4;4;3;3;4;1;3;3;0;0;0;0;0;0;0;0;0;0;2;2;2;10;3;10;10;96;10;96;2;1;99;3;1;3;1;3;7;5;8;99;2;99;1;2;5;2;4;1;4;82
37476092;9;1;62;5;2;3;3;13;1;0;4;2;1;4;4;3;3;1;3;1;4;2;8;10;0;0;0;0;0;0;0;0;96;3;96;96;3;96;3;96;96;3;1;1;3;3;2;1;1;1;2;5;1;2;2;2;1;98;5;12;3;1;3;33
37476125;9;1;32;2;2;10;10;994;1;0;4;3;3;4;4;4;4;3;4;3;4;99;0;0;0;0;0;0;0;0;0;0;2;2;2;10;99;10;10;96;10;96;1;1;1;1;1;99;1;99;5;2;1;2;1;99;1;96;1;2;2;1;4;35
37476138;9;1;49;4;1;10;10;15;2;6;4;3;3;4;4;3;3;1;4;1;4;7;9;11;0;0;0;0;0;0;0;0;2;2;2;10;3;10;10;6;10;3;1;1;3;3;1;3;1;1;1;2;5;2;1;2;1;96;1;1;5;2;2;13
37476142;9;1;63;5;1;3;3;13;1;0;4;1;1;4;4;2;1;1;1;1;4;2;9;0;0;0;0;0;0;0;0;0;6;3;8;10;3;10;3;8;8;3;1;1;3;1;1;1;3;1;1;6;4;2;1;1;1;2;6;6;5;3;2;11
37476209;9;1;19;1;2;6;6;45;2;10;4;1;1;4;4;1;3;1;3;1;3;3;0;0;0;0;0;0;0;0;0;0;6;2;8;10;6;6;10;6;10;8;1;1;1;1;1;1;2;1;1;2;5;1;1;99;1;4;6;2;6;5;2;71
37476215;9;1;62;5;2;99;96;996;1;0;4;1;1;4;4;4;4;1;4;1;4;2;3;8;10;0;0;0;0;0;0;0;96;96;8;96;96;6;96;96;96;8;1;1;3;1;1;2;1;1;1;2;7;1;1;96;1;96;6;6;7;5;3;26
37476234;9;1;44;3;2;6;6;45;1;0;3;2;1;4;3;2;4;1;3;1;4;1;2;3;4;5;7;8;9;10;11;0;6;3;2;10;6;6;10;6;10;3;1;1;3;3;1;1;1;1;7;1;2;2;2;1;1;96;5;2;4;1;2;73
37476295;9;1;31;2;1;2;2;994;2;96;4;2;2;4;4;3;4;2;4;2;4;3;10;0;0;0;0;0;0;0;0;0;2;2;2;2;96;96;96;96;96;96;1;1;1;1;1;2;1;2;5;7;1;1;1;1;1;96;1;1;5;3;3;59
37476311;9;1;30;2;1;2;2;10;1;0;4;1;1;4;4;1;3;2;3;1;4;1;3;4;5;7;8;9;11;0;0;0;2;2;2;2;6;6;10;6;10;96;1;1;1;3;1;3;1;1;1;5;2;2;1;2;1;96;5;4;7;5;1;49
37476320;9;1;35;3;1;6;6;45;1;0;4;1;1;4;3;1;2;1;2;1;4;2;3;0;0;0;0;0;0;0;0;0;6;2;96;10;6;6;10;6;10;96;1;1;3;2;1;2;1;2;1;2;5;2;99;2;1;96;6;1;7;5;5;12
37476333;9;1;42;3;1;3;3;994;1;0;4;3;1;4;4;4;3;2;4;2;4;1;5;6;9;0;0;0;0;0;0;0;2;3;8;10;3;10;10;8;8;3;1;1;1;1;1;1;1;3;7;5;4;2;1;1;1;95;6;16;5;1;3;37
37476354;9;1;28;2;1;3;3;13;1;0;4;1;1;4;3;1;1;1;1;1;2;2;6;7;9;10;0;0;0;0;0;0;96;3;8;10;3;10;3;8;8;3;1;1;3;3;1;1;2;1;1;5;6;2;2;1;1;98;10;1;5;4;1;70
37476367;9;1;22;1;2;99;5;994;2;10;4;1;1;4;3;3;3;3;3;1;4;18;0;0;0;0;0;0;0;0;0;0;2;2;2;2;3;10;10;6;10;3;1;1;3;3;1;1;2;2;2;1;6;2;1;96;1;96;6;10;5;1;3;33
37476460;9;1;18;1;2;98;3;13;1;0;2;2;1;4;4;2;4;2;4;1;4;18;0;0;0;0;0;0;0;0;0;0;96;3;8;96;3;96;3;96;96;3;1;1;1;1;1;2;1;1;1;3;4;2;1;1;1;2;2;13;4;99;3;59
37476462;9;1;64;5;1;98;6;45;1;0;1;1;1;4;1;1;3;1;1;1;4;7;9;10;0;0;0;0;0;0;0;0;6;2;8;2;6;6;10;6;8;8;1;1;1;2;1;1;1;1;1;99;0;2;1;99;1;95;6;12;2;1;4;75
37476469;9;1;69;5;2;6;6;45;1;0;4;3;3;4;4;3;3;3;3;3;4;2;3;10;0;0;0;0;0;0;0;0;6;96;96;96;6;6;96;6;96;96;1;1;99;3;99;1;2;99;1;2;6;99;99;2;1;4;6;12;2;1;4;35
37476493;9;1;27;2;1;2;2;10;2;3;4;1;1;4;4;3;1;2;3;2;4;6;10;0;0;0;0;0;0;0;0;0;2;2;2;2;3;10;3;96;10;3;1;1;3;1;1;1;1;1;1;5;2;2;1;1;1;96;2;10;5;1;5;68
37476501;9;1;35;3;1;99;3;990;1;0;4;1;1;2;1;4;4;3;2;4;2;18;0;0;0;0;0;0;0;0;0;0;2;3;2;2;3;99;3;99;99;3;1;1;1;1;1;1;1;1;1;2;3;1;1;1;2;96;6;1;5;1;1;9
37476506;9;1;74;5;2;10;10;994;1;0;4;3;1;4;4;3;3;4;3;1;3;1;0;0;0;0;0;0;0;0;0;0;6;3;96;10;3;10;10;6;10;3;1;1;2;1;1;3;1;1;1;8;5;1;1;2;1;1;6;12;7;4;3;92
37476517;9;1;53;4;2;8;8;994;99;0;4;2;1;4;4;4;3;2;4;2;4;3;0;0;0;0;0;0;0;0;0;0;96;96;99;96;96;99;99;99;96;8;1;2;1;2;1;3;99;2;5;3;7;1;1;95;99;96;6;6;3;99;4;75
37476518;9;1;35;3;1;98;96;996;1;0;4;2;1;4;4;4;1;1;3;1;1;3;0;0;0;0;0;0;0;0;0;0;96;96;8;10;96;96;10;96;99;96;1;1;2;1;1;2;1;1;5;1;7;3;1;1;1;96;6;7;4;1;4;35
37476521;9;1;64;5;2;2;2;10;1;0;4;1;1;4;4;3;4;1;3;1;4;5;7;8;10;11;0;0;0;0;0;0;2;2;2;2;6;6;96;6;96;96;1;1;2;2;1;1;1;1;1;7;6;2;1;2;1;96;1;12;5;1;4;87
37476532;9;1;50;4;2;96;96;990;1;0;4;2;1;4;4;3;4;2;4;2;4;19;0;0;0;0;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;1;1;2;1;1;3;1;1;1;5;7;1;1;96;1;96;1;11;5;3;2;11
37476540;9;1;31;2;2;99;99;990;0;0;4;2;1;4;4;2;2;2;2;2;4;5;7;0;0;0;0;0;0;0;0;0;2;2;8;10;6;10;10;8;99;8;1;1;1;1;1;1;1;2;1;5;7;1;1;1;1;96;6;11;7;5;4;54
37476579;9;1;45;4;1;96;96;996;1;0;4;1;2;4;4;4;4;2;4;2;4;19;0;0;0;0;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;1;1;1;1;1;3;1;1;5;2;1;1;1;96;99;96;1;4;2;2;5;3
37476583;9;1;50;4;2;99;10;994;2;2;4;2;2;4;4;4;4;4;3;1;4;3;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;10;10;99;10;8;1;1;3;3;1;99;99;1;5;1;2;99;3;2;1;98;1;1;5;2;3;42
37476586;9;1;50;4;2;99;10;15;1;0;4;1;1;4;4;3;4;1;4;1;4;6;0;0;0;0;0;0;0;0;0;0;2;2;2;10;3;10;10;8;10;8;1;1;3;3;1;1;1;1;1;2;5;2;1;1;1;96;6;11;3;1;2;11
37476611;9;1;29;2;1;6;6;45;1;0;4;1;1;4;4;1;3;2;4;1;4;3;4;5;7;8;9;11;0;0;0;0;6;2;2;2;6;6;10;6;10;8;1;1;1;2;1;1;1;1;5;8;7;1;1;2;1;9;9;6;5;3;3;30
37476615;9;1;18;1;2;2;2;10;1;0;4;2;3;4;4;4;4;4;4;3;4;3;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;10;10;6;10;8;1;1;2;1;1;1;1;1;1;2;7;2;1;99;1;96;2;7;4;1;3;30
37476616;9;1;22;1;2;2;2;10;1;0;4;1;1;4;4;3;3;3;4;1;4;3;7;0;0;0;0;0;0;0;0;0;2;2;2;2;6;10;10;6;10;8;1;1;2;2;1;1;1;1;5;1;7;1;1;1;1;15;6;10;3;1;5;3
37476618;9;1;63;5;2;2;2;10;1;0;4;1;1;4;4;3;4;1;3;3;4;6;10;0;0;0;0;0;0;0;0;0;2;2;2;2;96;96;96;8;8;8;1;1;3;3;3;2;1;1;3;1;2;2;2;1;1;2;6;4;5;2;2;51
37476626;9;1;42;3;2;10;10;994;2;6;4;1;1;4;4;1;4;1;4;1;4;3;0;0;0;0;0;0;0;0;0;0;6;2;2;10;6;10;10;6;10;8;1;2;2;2;2;1;1;2;1;6;96;2;2;99;1;96;6;10;6;3;4;18
37476654;9;1;53;4;2;10;10;994;1;0;4;1;1;4;4;1;1;1;4;1;4;2;0;0;0;0;0;0;0;0;0;0;6;3;8;10;3;10;10;6;10;3;1;1;2;2;1;2;1;1;1;5;2;1;1;2;1;4;6;1;8;5;3;15
37476694;9;1;27;2;2;99;99;990;0;0;3;3;3;4;4;4;4;3;4;2;4;3;5;6;8;0;0;0;0;0;0;0;96;96;96;10;96;10;10;96;10;96;1;1;3;99;1;1;1;2;1;5;2;2;1;96;99;96;6;2;2;2;2;11
37476700;9;1;70;5;1;6;6;994;1;0;4;1;1;4;4;1;2;1;2;1;4;7;0;0;0;0;0;0;0;0;0;0;6;2;2;2;6;6;10;6;10;3;1;1;3;3;3;1;3;3;2;1;6;2;2;2;1;4;6;12;7;6;1;26
37476734;9;1;30;2;2;99;3;994;2;6;3;3;3;4;4;3;3;3;3;3;3;5;7;11;0;0;0;0;0;0;0;0;6;3;2;10;3;6;3;6;10;3;1;1;3;1;2;1;2;2;1;2;7;2;3;1;1;96;8;4;5;1;3;33
37476795;9;1;34;2;1;3;3;13;1;0;4;1;1;4;4;3;3;1;3;1;4;6;7;8;9;10;0;0;0;0;0;0;2;3;2;2;3;96;3;8;8;3;1;1;3;3;1;1;1;1;1;2;5;2;2;1;1;2;6;1;5;3;5;40
37476809;9;1;32;2;1;6;6;45;1;0;4;1;1;4;4;1;1;1;3;1;4;3;9;0;0;0;0;0;0;0;0;0;6;2;2;2;6;6;10;6;8;8;1;1;3;2;1;3;1;1;1;5;2;1;2;1;1;96;2;1;5;2;4;28
37476852;9;1;39;3;2;99;10;15;2;2;4;1;1;1;2;1;2;1;1;1;4;18;0;0;0;0;0;0;0;0;0;0;2;3;2;10;3;10;10;96;10;3;1;1;1;1;1;1;1;1;1;5;8;1;1;1;1;96;6;16;3;1;3;59
37476860;9;1;42;3;1;8;8;990;1;0;4;1;1;4;4;3;2;1;4;1;4;6;0;0;0;0;0;0;0;0;0;0;96;96;8;96;96;96;96;8;8;8;1;1;3;3;1;1;1;1;2;1;7;3;3;1;1;2;1;1;7;2;3;994
37476867;9;1;40;3;2;6;6;45;1;0;4;1;1;4;4;1;1;1;3;1;4;1;7;0;0;0;0;0;0;0;0;0;2;3;8;10;6;10;10;6;10;8;1;1;2;3;1;1;1;2;1;5;7;2;2;2;1;96;1;2;5;1;2;83
37476945;9;1;28;2;1;99;96;990;2;3;4;1;1;4;4;2;3;3;3;1;4;1;4;5;7;0;0;0;0;0;0;0;2;3;2;2;3;10;3;8;10;3;1;1;1;1;1;3;2;1;1;5;4;1;1;1;1;2;10;1;5;2;4;35
37476988;9;1;42;3;2;96;10;994;2;6;2;2;1;4;4;2;2;1;4;1;4;3;0;0;0;0;0;0;0;0;0;0;6;2;8;10;6;10;10;8;10;8;1;1;1;1;1;1;1;1;1;96;0;1;1;1;99;96;1;4;2;4;2;29
37477024;9;1;59;4;2;6;6;45;1;0;4;3;3;4;4;2;3;3;4;3;4;3;8;10;0;0;0;0;0;0;0;0;6;2;8;2;6;6;96;6;8;8;1;1;3;99;1;3;3;3;1;7;2;2;2;2;1;96;6;7;1;1;3;33
37477126;9;1;54;4;2;96;2;994;2;96;4;1;1;4;4;2;3;1;3;1;4;3;0;0;0;0;0;0;0;0;0;0;2;2;2;2;96;96;96;8;8;8;1;1;2;1;1;1;1;2;1;2;7;3;1;2;1;96;1;4;4;1;3;37
37477212;9;1;34;2;2;6;6;994;1;0;3;3;1;4;4;1;4;3;3;2;4;2;3;4;5;7;8;9;0;0;0;0;6;2;2;10;6;6;10;6;10;8;1;1;2;2;1;1;1;1;1;4;5;2;2;2;1;95;6;1;5;1;3;19
37477226;9;1;71;5;2;6;6;994;1;0;4;1;1;4;4;1;2;1;4;1;4;2;7;8;0;0;0;0;0;0;0;0;6;3;96;10;6;6;3;6;10;3;1;1;2;1;1;1;1;1;1;7;6;1;1;2;1;96;8;4;3;4;5;61
37477235;9;1;67;5;2;6;6;45;1;0;4;2;1;4;4;1;2;1;2;1;2;3;4;5;7;8;10;0;0;0;0;0;6;96;8;96;6;6;3;6;8;8;1;1;2;3;1;1;2;2;5;2;7;1;3;2;1;4;5;12;7;6;3;55
37477240;9;1;36;3;1;6;6;45;1;0;4;2;1;4;4;1;1;1;2;1;1;2;3;8;0;0;0;0;0;0;0;0;6;96;8;10;6;6;10;6;10;8;1;1;3;1;1;3;1;3;1;2;5;2;1;2;1;96;1;1;8;5;2;71
