nquest;versao;pf1;idade1;idade;sexo;p1;p2;p2a;p2b;p2c;p3a;p3b;p3c;p3d;p3e;p3f;p3g;p3h;p3i;p3j;p3k;p4a;p4b;p4c;p4d;p4e;p4f;p4g;p4h;p4i;p4j;p4k;p6a;p6b;p6c;p6d;p6e;p6f;p6g;p6h;p6i;p6j;p7a;p7b;p7c;p7d;p7e;p7f;p7g;p7h;p8a;p8b;p8c;p9;p10;p11;p12;partido;religiao;pea;escola;rendaf;regiao;bairro
37466406;9;1;39;3;2;2;2;10;1;0;1;2;1;4;4;3;4;4;4;2;4;3;6;0;0;0;0;0;0;0;0;0;2;2;2;2;96;10;10;96;10;96;1;1;1;1;1;1;1;1;5;1;2;1;1;99;1;95;1;16;5;2;3;19
37466408;9;1;25;2;1;96;2;994;2;10;4;2;2;4;4;4;3;3;4;2;4;1;4;5;6;7;8;11;0;0;0;0;2;2;2;2;96;10;10;8;10;3;1;1;1;2;1;2;2;1;3;96;0;1;1;99;1;96;9;10;4;1;4;31
37466426;9;1;61;5;1;6;6;45;1;0;4;2;2;4;4;2;2;2;4;2;3;3;8;10;0;0;0;0;0;0;0;0;6;2;2;2;6;6;96;6;96;96;1;2;2;2;2;2;3;3;1;4;6;2;2;2;1;96;6;4;5;4;2;84
37466430;9;1;41;3;1;6;6;45;1;0;4;1;1;4;4;1;3;1;3;1;4;3;10;0;0;0;0;0;0;0;0;0;6;96;8;96;6;6;96;6;8;8;1;1;3;3;1;2;2;1;5;1;2;2;2;2;1;96;3;6;5;3;3;19
37466433;9;1;60;5;2;99;2;994;2;6;4;2;3;4;4;2;2;3;3;1;4;1;7;9;0;0;0;0;0;0;0;0;2;2;2;10;3;10;10;96;10;3;1;1;3;3;1;1;3;1;1;2;5;2;1;2;1;96;6;2;3;1;4;75
37466434;9;1;22;1;1;3;3;13;1;0;4;2;1;4;4;4;4;1;4;2;4;1;4;5;7;9;11;0;0;0;0;0;2;3;2;2;3;10;3;8;10;3;1;1;3;1;1;1;3;1;1;5;2;1;2;99;2;2;9;1;5;4;3;45
37466437;9;1;43;3;2;6;6;994;99;0;4;1;1;4;4;1;3;3;4;2;4;2;0;0;0;0;0;0;0;0;0;0;6;3;8;10;6;6;10;6;96;3;3;1;2;1;1;1;2;1;1;7;8;2;2;1;1;1;6;1;7;1;4;1
37466458;9;1;21;1;1;6;6;994;1;0;4;1;1;4;1;1;1;3;1;1;4;7;9;0;0;0;0;0;0;0;0;0;6;2;2;2;6;6;10;6;8;3;1;1;1;1;1;2;1;1;1;5;8;1;1;1;1;95;6;4;5;3;2;11
37466468;9;1;38;3;1;10;10;15;1;0;4;3;2;4;4;4;4;1;2;1;4;8;9;0;0;0;0;0;0;0;0;0;2;2;2;10;6;10;10;6;10;3;1;1;1;1;1;1;2;2;1;2;6;1;1;1;1;96;3;1;5;3;3;19
37466470;9;1;58;4;1;99;6;994;2;2;4;1;2;4;4;2;4;1;3;1;4;1;5;7;8;9;11;0;0;0;0;0;6;3;2;2;6;6;3;6;10;3;1;1;3;2;1;1;2;1;5;2;1;1;2;2;1;96;6;1;5;4;4;5
37466472;9;1;68;5;1;6;6;45;1;0;3;2;1;4;3;1;2;3;3;1;3;1;2;3;4;5;7;8;9;10;11;0;6;96;96;96;6;6;96;6;96;96;1;1;1;1;1;1;1;2;3;4;7;1;1;2;1;4;6;12;7;5;3;79
37466490;9;1;31;2;2;99;2;10;2;3;4;1;1;2;4;2;2;2;4;1;4;5;7;8;9;11;0;0;0;0;0;0;2;2;2;2;3;10;3;96;10;3;1;1;1;3;1;3;1;1;1;5;2;1;2;99;1;8;5;1;5;3;3;37
37466491;9;1;64;5;2;8;8;50;1;0;3;1;1;2;3;2;3;1;3;2;3;10;0;0;0;0;0;0;0;0;0;0;2;2;8;2;96;96;96;8;8;8;1;1;1;1;1;3;1;1;5;2;1;1;1;99;1;96;6;3;1;2;3;16
37466506;9;1;37;3;2;10;10;15;1;0;4;1;1;4;4;4;3;3;4;1;4;4;5;7;8;9;0;0;0;0;0;0;2;2;2;10;3;10;10;6;10;3;1;1;1;1;1;1;1;1;1;2;5;2;1;2;1;96;4;11;5;1;5;64
37466509;9;1;58;4;1;10;10;15;2;6;4;3;1;4;4;3;3;2;3;1;4;3;0;0;0;0;0;0;0;0;0;0;96;96;96;10;96;10;10;96;10;96;1;1;2;1;1;1;2;2;1;2;5;1;1;2;2;4;6;2;6;5;3;23
37466525;9;1;63;5;1;2;2;994;1;0;4;1;2;4;4;4;4;1;4;2;4;3;8;0;0;0;0;0;0;0;0;0;2;2;2;2;6;6;10;6;8;8;1;1;99;3;1;1;1;1;7;5;2;99;1;1;1;96;2;7;2;2;4;18
37466556;9;1;49;4;1;2;2;994;2;10;4;2;2;4;3;2;3;2;3;2;3;1;4;5;7;8;9;11;0;0;0;0;2;2;2;2;6;10;10;6;10;3;1;2;2;2;1;2;2;3;1;5;2;2;1;2;1;4;6;2;3;1;5;64
37466580;9;1;33;2;1;2;2;994;1;0;3;2;1;4;2;2;2;1;2;1;4;9;0;0;0;0;0;0;0;0;0;0;2;2;2;2;3;6;3;6;10;3;1;1;2;1;1;1;1;1;5;1;7;1;1;2;1;95;1;1;5;2;3;69
37466629;9;1;60;5;1;99;8;994;99;0;4;1;1;4;2;2;4;1;3;1;4;5;0;0;0;0;0;0;0;0;0;0;2;3;8;10;3;10;10;8;8;8;1;1;3;1;1;2;1;2;1;2;4;1;1;1;99;96;6;12;4;1;4;25
37466638;9;1;53;4;2;96;6;994;2;2;4;2;4;4;4;4;4;2;4;2;4;7;0;0;0;0;0;0;0;0;0;0;2;2;8;2;3;96;3;8;8;8;1;1;2;1;1;1;1;3;1;2;5;2;2;2;1;96;6;1;3;1;4;65
37466640;9;1;38;3;1;96;96;996;2;3;4;1;1;4;4;1;3;1;3;1;4;2;8;10;0;0;0;0;0;0;0;0;6;3;8;96;3;6;3;6;8;3;1;1;2;1;1;2;2;2;1;2;7;3;1;2;1;96;8;6;7;99;5;61
37466641;9;1;33;2;2;99;6;45;1;0;4;2;1;4;4;2;4;2;4;1;4;2;10;0;0;0;0;0;0;0;0;0;6;96;96;96;6;6;96;6;96;96;1;1;2;3;1;3;1;2;1;5;7;2;1;96;1;96;3;1;5;2;3;994
37466646;9;1;44;3;2;3;3;13;1;0;4;1;1;4;3;2;2;1;2;1;4;2;0;0;0;0;0;0;0;0;0;0;6;3;8;10;3;10;3;8;8;3;1;1;3;3;1;1;1;1;1;7;8;2;2;1;1;96;5;3;7;99;2;38
37466648;9;1;45;4;1;96;96;990;1;0;4;1;1;4;4;2;3;1;3;2;4;19;0;0;0;0;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;1;1;2;1;1;1;1;3;1;5;7;2;1;1;1;96;6;16;3;1;4;47
37466701;9;1;32;2;1;99;99;990;0;0;4;1;1;4;4;2;4;1;3;1;4;9;0;0;0;0;0;0;0;0;0;0;6;2;2;2;6;6;10;6;8;8;1;1;3;1;1;1;2;1;4;6;7;2;99;2;1;95;6;10;5;4;4;1
37466730;9;1;29;2;1;2;2;10;1;0;4;2;2;4;4;3;4;3;3;3;4;3;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;10;10;8;10;8;1;1;1;2;1;2;1;2;7;5;3;1;1;99;1;5;6;7;5;2;3;69
37466742;9;1;40;3;1;99;2;10;2;8;4;1;2;4;4;3;3;1;4;1;4;3;6;10;0;0;0;0;0;0;0;0;2;2;2;2;3;96;96;8;8;8;1;1;3;1;1;1;1;1;1;2;5;1;1;1;1;96;6;2;5;1;3;19
37466768;9;1;71;5;1;99;6;994;2;3;4;2;1;4;4;2;4;1;4;1;4;1;4;7;8;10;0;0;0;0;0;0;6;3;2;2;3;6;3;6;10;3;1;1;1;1;1;99;1;1;6;1;5;2;1;1;1;96;2;12;2;1;4;60
37466786;9;1;52;4;1;96;96;990;1;0;4;1;1;4;4;3;4;1;4;1;4;19;0;0;0;0;0;0;0;0;0;0;2;2;2;2;96;96;96;96;96;96;1;1;3;1;1;1;3;2;2;1;5;2;1;96;1;96;2;12;2;2;2;29
37466823;9;1;79;5;1;6;6;45;1;0;3;2;2;4;4;1;2;2;3;2;4;5;0;0;0;0;0;0;0;0;0;0;6;2;8;2;6;6;10;6;8;8;1;1;1;1;2;2;1;2;4;1;7;1;1;2;1;96;6;12;5;3;3;79
37466830;9;1;20;1;1;99;10;994;1;0;4;1;2;4;4;2;3;3;3;1;4;1;2;3;4;5;6;9;0;0;0;0;6;3;8;10;3;10;10;6;10;3;1;1;3;2;1;2;1;1;1;8;2;2;2;99;1;95;9;16;4;2;4;78
37466846;9;1;38;3;2;3;3;13;1;0;4;3;1;4;4;3;4;1;3;1;4;2;10;0;0;0;0;0;0;0;0;0;6;3;8;10;3;6;3;8;8;3;1;1;2;2;1;1;3;2;5;2;1;2;1;1;1;2;8;3;7;3;2;21
37466861;9;1;34;2;1;6;6;45;1;0;4;2;2;4;4;2;2;2;3;2;4;2;0;0;0;0;0;0;0;0;0;0;6;3;8;10;6;6;3;6;10;3;1;1;2;3;1;3;2;2;5;1;2;1;1;2;1;96;8;10;8;5;3;53
37466862;9;1;64;5;1;96;96;990;1;0;4;1;1;4;4;1;1;1;2;1;4;19;0;0;0;0;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;1;1;1;1;1;1;1;1;1;2;8;1;1;96;1;96;1;12;5;1;4;25
37466869;9;1;20;1;1;99;2;994;2;3;4;1;1;4;4;3;4;4;3;2;4;7;0;0;0;0;0;0;0;0;0;0;2;2;2;2;3;10;3;6;10;3;1;1;1;3;1;1;1;1;1;7;8;1;2;99;99;96;10;1;6;6;1;92
37466875;9;1;25;2;1;6;6;45;1;0;3;1;1;3;4;1;2;1;1;1;4;10;0;0;0;0;0;0;0;0;0;0;6;2;2;2;6;6;96;6;96;96;1;1;2;1;1;1;1;1;1;2;5;1;1;2;1;96;1;1;6;3;2;64
37466878;9;1;60;5;2;10;10;994;1;0;3;3;2;4;3;3;4;1;3;1;3;2;3;6;0;0;0;0;0;0;0;0;96;96;8;10;96;10;10;8;10;8;1;1;1;1;2;1;1;1;1;2;7;2;1;1;1;96;6;12;4;1;3;19
37466881;9;1;32;2;2;96;10;994;2;96;4;1;1;4;4;4;4;1;4;3;4;2;8;0;0;0;0;0;0;0;0;0;96;96;96;10;96;10;10;96;10;96;99;1;3;1;3;1;99;3;2;96;0;2;2;99;1;96;6;1;5;1;5;62
37466888;9;1;20;1;2;8;8;50;2;96;4;2;1;4;4;1;2;1;2;1;4;2;9;0;0;0;0;0;0;0;0;0;96;96;8;96;96;96;96;8;8;8;1;1;2;2;1;2;1;1;5;1;2;2;2;99;1;96;9;13;5;2;5;64
37466907;9;1;28;2;2;6;6;994;1;0;4;1;2;4;4;2;3;2;3;2;4;2;8;10;0;0;0;0;0;0;0;0;6;3;96;96;6;6;3;6;96;3;1;1;3;3;1;3;1;3;1;7;2;2;2;2;1;4;6;7;5;3;2;38
37466912;9;1;51;4;2;6;6;994;1;0;4;1;1;3;3;1;4;1;3;1;4;3;8;10;0;0;0;0;0;0;0;0;6;2;2;2;6;6;96;6;96;96;1;1;2;2;1;1;1;1;5;1;2;2;2;1;1;4;1;11;5;3;4;4
37466942;9;1;55;4;1;96;96;990;1;0;3;3;1;3;4;3;1;1;2;1;4;19;0;0;0;0;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;1;1;2;3;1;2;1;1;1;7;8;2;2;1;1;96;6;1;7;3;4;4
37466957;9;1;26;2;1;2;3;994;1;0;4;1;1;4;4;1;1;1;4;1;4;6;7;0;0;0;0;0;0;0;0;0;96;3;96;96;3;96;3;8;96;3;1;1;2;1;1;2;1;1;1;5;7;2;2;1;1;96;1;1;6;2;4;35
37466965;9;1;16;1;2;2;2;994;1;0;4;1;1;4;4;1;2;2;2;1;4;7;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;6;10;6;10;8;1;1;2;3;1;1;1;3;1;2;5;1;2;99;1;4;6;13;4;1;2;64
37466971;9;1;55;4;1;98;6;994;1;0;3;1;1;4;4;1;4;1;1;1;4;2;8;10;0;0;0;0;0;0;0;0;6;96;96;96;6;6;96;6;96;96;1;1;1;2;1;1;2;2;1;5;6;1;3;2;1;95;5;10;6;2;4;82
37466980;9;1;28;2;2;99;10;994;2;2;3;1;1;4;4;1;3;3;3;1;3;5;7;0;0;0;0;0;0;0;0;0;2;3;8;10;3;10;10;8;10;8;1;1;2;1;1;1;1;1;5;1;2;3;2;2;1;1;1;10;5;1;4;31
37466987;9;1;25;2;1;6;6;45;1;0;4;2;1;4;4;2;4;4;4;2;4;1;2;3;4;5;7;8;9;10;11;0;6;2;8;10;6;6;10;6;10;8;1;1;1;2;1;3;2;1;1;5;2;1;1;2;1;9;4;1;5;1;3;19
37467028;9;1;27;2;2;96;96;996;1;0;3;1;1;2;2;2;1;1;3;1;4;19;0;0;0;0;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;1;1;2;3;1;2;1;1;1;2;4;2;2;96;2;96;5;13;6;5;3;79
37467078;9;1;39;3;2;99;99;990;0;0;4;1;1;4;4;1;1;1;4;1;4;99;0;0;0;0;0;0;0;0;0;0;99;99;99;99;99;99;99;99;99;99;1;1;1;1;1;2;1;1;1;5;7;1;1;99;1;96;6;16;3;1;3;81
37467095;9;1;53;4;1;96;96;996;1;0;4;1;1;4;4;1;3;1;3;2;3;3;0;0;0;0;0;0;0;0;0;0;6;2;8;10;6;10;10;6;10;8;1;1;99;2;1;1;1;1;2;6;4;1;1;2;1;96;6;1;3;2;4;78
37467115;9;1;66;5;1;6;6;45;1;0;4;1;1;4;4;1;2;1;2;1;2;3;8;10;0;0;0;0;0;0;0;0;6;96;96;96;6;6;96;6;96;96;1;1;1;1;2;2;1;1;8;2;1;1;1;2;1;4;10;4;6;4;3;72
37467121;9;1;34;2;1;10;10;15;1;0;4;3;1;4;4;1;3;1;3;1;4;3;6;0;0;0;0;0;0;0;0;0;2;2;2;10;3;10;10;8;10;8;1;1;3;1;1;1;1;1;1;2;8;2;1;1;1;96;6;10;5;99;4;65
37467132;9;1;71;5;2;10;10;994;1;0;3;2;3;2;3;2;2;1;2;1;3;6;9;0;0;0;0;0;0;0;0;0;2;2;8;10;6;10;10;8;10;8;1;1;2;2;1;1;1;2;7;1;2;1;1;1;1;2;1;12;2;1;4;18
37467137;9;1;45;4;1;3;3;13;1;0;4;2;1;4;4;3;2;3;3;3;4;1;2;4;5;6;7;8;9;10;11;0;96;3;96;96;3;96;3;96;96;3;1;1;1;1;1;1;1;1;2;8;1;2;2;1;1;2;3;10;2;1;4;25
37467215;9;1;45;4;2;8;8;50;1;0;4;3;2;4;4;3;3;2;3;2;4;2;6;0;0;0;0;0;0;0;0;0;6;3;8;10;3;10;3;8;8;8;1;1;2;3;1;2;1;2;2;5;1;2;1;1;1;96;2;16;7;3;3;19
37467223;9;1;58;4;2;99;10;15;2;2;4;1;2;4;4;3;4;2;4;1;4;3;0;0;0;0;0;0;0;0;0;0;2;2;2;10;6;10;10;6;10;8;1;1;2;3;1;1;1;1;1;5;7;2;2;2;1;96;1;11;5;1;2;64
37467231;9;1;32;2;2;99;10;994;1;0;4;3;3;4;4;4;4;3;4;2;4;3;0;0;0;0;0;0;0;0;0;0;2;2;8;10;6;10;10;8;10;8;1;1;1;1;1;1;1;1;1;6;5;2;1;2;1;96;1;1;2;1;4;86
37467329;9;1;38;3;1;96;96;990;1;0;3;1;1;4;3;3;1;1;3;2;3;19;0;0;0;0;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;1;1;3;3;1;1;1;1;1;2;7;2;2;96;1;96;6;9;7;2;3;45
37467337;9;1;45;4;2;2;6;994;1;0;3;1;4;4;4;1;3;1;4;1;4;3;4;8;9;10;11;0;0;0;0;0;2;2;2;2;6;6;3;6;10;3;1;1;2;2;1;1;1;1;5;8;1;2;2;2;1;96;6;11;2;1;5;63
37467343;9;1;34;2;1;96;96;990;1;0;4;3;3;4;4;3;3;3;4;3;4;19;0;0;0;0;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;1;1;1;2;1;1;1;1;1;5;2;1;1;96;1;96;9;7;5;3;4;31
37467354;9;1;57;4;2;8;8;994;1;0;2;4;1;2;3;4;3;1;2;1;3;2;6;10;0;0;0;0;0;0;0;0;96;3;8;96;3;96;3;8;8;3;2;1;3;2;1;1;1;1;1;2;8;2;2;1;1;10;9;12;8;2;2;64
37467368;9;1;59;4;1;3;8;994;2;2;3;1;1;4;3;1;1;1;3;1;1;1;4;5;9;0;0;0;0;0;0;0;2;3;8;10;3;10;3;8;8;3;1;1;1;1;1;1;2;1;1;2;5;1;1;1;1;2;5;12;7;2;3;37
37467369;9;1;30;2;2;3;3;13;1;0;3;1;1;4;4;1;3;1;4;1;3;2;9;0;0;0;0;0;0;0;0;0;96;3;8;96;3;6;3;8;8;3;1;1;3;3;1;2;3;1;1;5;8;2;2;1;1;10;9;10;8;5;3;37
37467395;9;1;38;3;1;6;6;45;1;0;4;1;1;4;4;1;1;1;2;1;1;2;0;0;0;0;0;0;0;0;0;0;6;3;2;10;6;6;3;6;10;3;1;1;3;3;2;1;1;2;1;2;5;1;2;2;1;96;6;5;7;5;3;45
37467427;9;1;80;5;1;2;2;994;1;0;4;1;2;4;4;3;3;2;4;3;4;3;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;10;10;8;8;8;1;1;3;1;1;1;1;1;1;2;4;2;2;1;1;96;6;12;5;4;4;65
37467437;9;1;66;5;2;2;2;994;1;0;4;1;1;4;4;3;3;3;4;1;4;8;10;0;0;0;0;0;0;0;0;0;2;2;2;2;6;10;3;6;10;3;1;1;3;2;1;1;1;1;1;5;4;2;1;2;1;95;5;7;5;3;3;79
37467494;9;1;37;3;2;99;2;994;2;99;2;2;2;4;4;2;2;2;4;2;4;10;0;0;0;0;0;0;0;0;0;0;2;2;2;2;96;96;96;6;96;96;1;1;1;2;1;1;1;1;1;2;5;2;1;99;1;96;2;7;3;1;4;35
37467501;9;1;19;1;2;96;96;990;1;0;4;3;3;4;4;3;3;4;3;3;4;19;0;0;0;0;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;1;1;3;1;1;2;1;2;1;2;8;2;1;99;1;96;9;1;4;1;3;19
37467513;9;1;84;5;2;98;96;996;1;0;4;1;2;4;4;4;4;2;4;2;4;19;0;0;0;0;0;0;0;0;0;0;96;3;96;96;96;96;3;96;96;96;1;1;3;3;1;3;1;3;1;2;5;2;2;1;99;2;5;12;7;1;1;67
37467529;9;1;42;3;2;8;8;994;2;3;4;2;1;4;3;3;4;1;4;1;4;2;10;0;0;0;0;0;0;0;0;0;6;3;8;10;3;6;3;8;8;8;1;1;1;1;1;1;1;1;1;8;2;1;1;1;1;2;6;3;5;3;5;12
37467573;9;1;39;3;1;10;10;45;2;3;4;1;1;4;4;2;3;1;4;1;4;2;6;0;0;0;0;0;0;0;0;0;96;3;8;10;3;10;10;8;8;8;1;1;1;1;1;2;2;3;2;4;3;1;1;1;1;2;5;6;7;4;1;7
37467590;9;1;60;5;2;6;6;994;1;0;4;1;1;4;4;1;4;1;4;1;4;3;0;0;0;0;0;0;0;0;0;0;6;2;8;2;6;6;10;6;8;8;1;1;3;1;1;1;1;1;1;5;2;2;1;2;1;96;6;10;2;99;4;25
37467591;9;1;31;2;1;98;6;994;2;10;4;3;3;4;4;3;3;3;4;3;4;8;0;0;0;0;0;0;0;0;0;0;6;3;2;10;6;6;10;6;10;3;1;1;3;1;1;1;1;1;1;2;5;2;2;99;1;96;8;1;5;1;4;35
37467612;9;1;48;4;1;96;8;994;2;96;3;1;1;3;4;3;3;1;3;1;3;2;10;0;0;0;0;0;0;0;0;0;96;96;8;96;96;96;96;8;8;8;1;1;3;1;1;1;1;2;1;2;7;1;1;1;1;96;9;1;5;2;4;86
37467613;9;1;53;4;2;99;2;994;2;10;4;2;1;3;4;1;3;1;4;1;2;4;8;0;0;0;0;0;0;0;0;0;2;2;2;2;6;10;10;6;10;3;1;1;1;1;1;1;1;1;1;2;3;1;2;1;1;96;1;10;5;2;3;23
37467618;9;1;41;3;2;2;2;10;1;0;2;1;2;4;4;4;4;2;4;4;4;10;0;0;0;0;0;0;0;0;0;0;2;2;2;2;96;96;96;96;96;96;1;1;3;1;1;1;3;1;1;2;5;2;3;2;1;96;9;11;5;1;3;27
37467624;9;1;58;4;2;99;2;994;2;6;3;1;1;4;3;1;3;1;3;1;3;18;0;0;0;0;0;0;0;0;0;0;2;3;2;2;3;6;3;6;96;3;1;1;3;1;1;1;1;1;2;8;5;2;2;2;1;96;6;1;3;99;3;37
37467631;9;1;47;4;2;96;9;994;1;0;4;1;1;4;4;2;4;1;4;1;4;2;6;8;0;0;0;0;0;0;0;0;2;2;2;2;96;96;10;96;99;8;1;1;2;1;1;1;1;2;5;1;6;1;1;99;1;96;1;10;2;99;3;37
37467644;9;1;42;3;1;2;2;10;2;6;4;1;3;4;4;3;4;1;4;1;4;3;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;10;10;6;10;3;1;1;1;1;1;1;1;1;1;5;8;2;1;99;1;96;6;10;2;1;4;46
37467649;9;1;44;3;1;96;2;994;99;0;3;2;1;3;4;4;4;3;4;2;4;11;0;0;0;0;0;0;0;0;0;0;2;2;96;2;6;6;96;96;96;96;1;1;1;1;1;1;1;1;5;3;1;2;1;99;2;96;6;4;2;3;3;33
37467677;9;1;59;4;2;2;2;10;1;0;4;1;2;4;4;3;3;3;4;2;4;1;4;5;0;0;0;0;0;0;0;0;2;2;2;2;6;6;96;6;96;96;1;1;3;2;1;1;1;1;1;5;7;2;2;99;1;96;6;12;3;1;2;21
37467679;9;1;57;4;2;6;6;994;1;0;4;3;1;4;4;1;3;1;4;1;4;3;8;10;0;0;0;0;0;0;0;0;6;96;96;96;6;6;96;6;96;96;1;1;3;1;1;1;1;1;1;2;7;1;1;2;1;96;6;4;7;2;3;27
37467684;9;1;40;3;2;3;3;994;2;6;4;1;1;4;4;3;4;1;2;1;3;2;4;8;9;0;0;0;0;0;0;0;6;3;2;10;6;10;10;6;10;3;1;1;2;3;1;1;2;2;1;2;5;1;2;1;1;96;6;1;6;1;3;68
37467720;9;1;25;2;1;99;2;10;2;10;4;1;1;4;4;1;2;2;4;1;4;3;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;10;10;6;10;8;1;1;2;1;1;1;1;1;4;5;8;1;1;99;1;96;2;13;5;1;3;19
37467722;9;1;58;4;2;2;2;994;1;0;4;1;2;4;4;4;4;3;3;2;4;7;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;6;96;6;96;96;1;1;3;1;1;1;1;1;1;4;6;2;1;2;1;96;1;14;5;2;4;82
37467725;9;1;27;2;1;10;10;15;2;3;4;1;1;4;4;1;1;1;2;1;4;2;6;0;0;0;0;0;0;0;0;0;96;3;8;10;3;10;10;8;10;3;1;1;3;3;1;2;1;2;1;5;2;2;1;1;1;98;6;1;6;4;4;75
37467726;9;1;45;4;2;99;99;990;0;0;4;2;4;4;4;4;4;2;4;2;4;1;4;5;6;7;8;9;11;0;0;0;2;2;2;2;3;10;3;99;10;3;1;1;1;3;1;1;1;1;1;2;3;2;2;1;1;96;2;7;4;1;5;64
37467730;9;1;19;1;1;99;6;45;2;96;2;2;2;3;4;2;2;3;3;2;2;7;0;0;0;0;0;0;0;0;0;0;6;2;2;2;6;6;10;6;8;8;1;1;2;2;1;2;1;1;1;2;7;1;2;99;1;96;6;13;6;4;3;16
37467739;9;1;71;5;2;2;2;10;1;0;4;1;1;4;3;2;3;1;3;1;4;8;10;0;0;0;0;0;0;0;0;0;2;2;2;2;6;6;3;6;96;3;1;1;2;3;1;1;1;1;6;1;5;1;2;96;1;96;6;12;2;1;4;25
37467745;9;1;22;1;1;2;2;10;1;0;4;1;1;4;4;4;2;1;2;1;4;3;8;0;0;0;0;0;0;0;0;0;2;2;2;2;3;10;10;6;10;3;1;1;99;2;1;2;1;1;5;1;96;2;2;99;1;96;6;10;5;1;4;54
37467758;9;1;36;3;1;96;96;996;2;2;4;1;1;4;4;3;3;3;3;3;4;8;10;0;0;0;0;0;0;0;0;0;2;2;2;2;6;6;96;6;96;96;1;1;1;1;1;2;1;1;1;7;5;1;1;96;1;96;9;1;5;2;4;35
37467760;9;1;20;1;2;99;99;990;0;0;4;3;3;4;4;3;4;3;4;3;4;3;8;0;0;0;0;0;0;0;0;0;99;2;2;99;99;99;99;99;10;96;1;1;1;1;1;1;99;1;1;2;7;1;1;99;1;96;6;13;6;99;4;43
37467774;9;1;27;2;2;6;6;45;1;0;4;1;1;4;4;1;1;1;3;1;4;3;8;9;10;0;0;0;0;0;0;0;6;2;8;2;6;6;96;6;8;8;1;1;2;2;1;2;1;2;1;2;4;1;1;2;1;4;1;1;7;4;4;78
37467782;9;1;35;3;1;99;3;994;2;10;2;2;1;2;2;2;2;2;2;1;3;4;0;0;0;0;0;0;0;0;0;0;2;3;2;10;3;10;3;8;10;3;1;1;1;1;1;1;1;1;1;6;3;1;2;1;99;4;6;1;3;4;4;77
37467787;9;1;21;1;2;6;6;45;2;3;4;2;1;4;4;1;3;2;3;1;4;99;0;0;0;0;0;0;0;0;0;0;6;3;2;10;6;6;3;6;10;3;1;1;3;2;1;1;1;1;1;5;7;2;2;99;2;96;6;7;5;1;5;73
37467791;9;1;71;5;2;99;6;45;2;96;4;3;3;4;4;3;4;2;4;1;4;18;0;0;0;0;0;0;0;0;0;0;6;96;96;96;6;6;96;6;96;96;1;1;3;2;3;2;1;1;1;6;7;2;3;2;1;96;5;4;3;99;5;73
37467794;9;1;28;2;2;96;96;996;1;0;4;1;1;4;4;1;1;1;1;1;1;99;0;0;0;0;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;1;1;2;1;1;1;1;1;1;2;5;2;1;1;1;96;9;1;7;1;3;23
37467892;9;1;51;4;2;98;6;994;1;0;4;1;1;4;4;1;4;1;4;1;4;1;2;3;4;5;7;8;9;10;11;0;6;3;8;10;6;6;3;6;10;3;1;1;3;3;1;3;1;3;7;1;5;2;2;2;1;96;5;1;7;4;4;20
37467905;9;1;48;4;2;8;8;50;1;0;4;2;1;4;4;2;1;1;4;1;3;3;7;0;0;0;0;0;0;0;0;0;2;2;8;10;6;10;10;8;8;8;1;1;3;3;1;1;2;1;1;2;5;2;2;2;1;96;6;11;5;2;4;86
37467907;9;1;54;4;2;2;2;994;1;0;4;1;3;4;4;4;4;2;3;2;4;10;0;0;0;0;0;0;0;0;0;0;2;2;2;2;96;96;96;96;96;96;1;1;2;1;1;1;1;1;1;7;5;1;1;2;1;8;6;12;1;2;2;3
37467935;9;1;17;1;1;96;10;990;2;5;4;3;1;4;4;4;3;3;4;2;3;1;0;0;0;0;0;0;0;0;0;0;6;2;8;10;6;10;10;6;10;3;1;1;1;3;1;3;3;1;2;4;7;2;1;99;2;96;9;13;4;5;4;75
37467944;9;1;67;5;2;99;2;10;1;0;4;1;2;4;4;4;4;1;4;2;4;3;0;0;0;0;0;0;0;0;0;0;2;2;2;2;96;96;10;6;96;96;1;1;99;1;1;1;1;2;1;4;2;2;1;99;1;96;6;12;2;1;4;18
37467971;9;1;41;3;2;10;10;994;1;0;4;2;1;4;4;2;2;1;3;1;2;6;7;8;0;0;0;0;0;0;0;0;2;3;2;10;3;10;10;96;10;3;1;1;1;3;1;1;1;1;7;2;1;1;2;99;1;1;6;3;7;5;4;24
37467983;9;1;24;1;2;2;2;990;2;96;4;1;1;4;4;2;4;4;4;3;4;3;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;10;10;96;10;96;1;1;3;1;1;1;1;1;1;4;7;2;1;1;1;96;6;10;5;1;2;29
